Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-02-12),Price Override,Watchlist,Date Added,Notes
Grading,Pokemon,Unified Minds,Umbreon & Darkrai GX ,125/236,Ultra Rare,Holofoil,Ungraded,Near Mint,90.0001,1,87.81,0,false,2025-10-26,
Grading,Pokemon,XY Promos,Celebi  ,XY111,Promo,Holofoil,Ungraded,Near Mint,67.9999,1,49.76,0,false,2025-10-26,
Main,Pokemon,Advent of Arceus,Gengar LV X (JP),043/090,Rare,1st Edition,Ungraded,Moderately Played,130.0000,1,68.02,0,false,2025-09-20,
Main,Pokemon,Alternate Art Promos,Eevee  ,101a,Promo,Holofoil,Ungraded,Near Mint,0,1,24.89,0,false,2025-06-26,
Main,Pokemon,Alternate Art Promos,Jirachi ,XY67a,Promo,Holofoil,Ungraded,Near Mint,0,1,241.31,0,false,2025-12-04,
Main,Pokemon,Alternate Art Promos,Togepi & Cleffa & Igglybuff GX ,143a/236,Promo,Holofoil,Ungraded,Near Mint,0,1,313.92,0,false,2026-01-04,
Main,Pokemon,Astral Radiance Trainer Gallery,Garchomp V ,TG23/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,83.19,0,false,2025-11-30,
Main,Pokemon,Battle Styles,Tyranitar V (Alternate Full Art) ,155/163,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,281.89,0,false,2025-11-09,
Main,Pokemon,Black Bolt,Seismitoad (JP),109/086,Art Rare,Holofoil,Ungraded,Near Mint,0,1,81.16,0,false,2026-02-08,
Main,Pokemon,Brilliant Stars Trainer Gallery,Eevee ,TG11/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,16.3,0,false,2025-06-26,
Main,Pokemon,Brilliant Stars Trainer Gallery,Flareon ,TG01/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,16.91,0,false,2025-06-26,
Main,Pokemon,Brilliant Stars Trainer Gallery,Jolteon ,TG04/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,15.3,0,false,2025-07-05,
Main,Pokemon,Brilliant Stars Trainer Gallery,Umbreon V ,TG22/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,70.71,0,false,2025-07-05,
Main,Pokemon,Brilliant Stars Trainer Gallery,Umbreon VMAX ,TG23/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,100.0000,1,98.9,0,false,2025-07-05,
Main,Pokemon,Brilliant Stars Trainer Gallery,Vaporeon ,TG02/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,21.03,0,false,2025-12-05,
Main,Pokemon,Burning Shadows,Gardevoir GX (Secret) ,159/147,Secret Rare,Holofoil,Ungraded,Near Mint,40.0000,1,62.08,0,false,2025-09-20,
Main,Pokemon,Celebrations: Classic Collection,Garchomp C LV.X ,145/147,Classic Collection,Holofoil,Ungraded,Near Mint,0,1,5.63,0,false,2026-02-05,
Main,Pokemon,Celebrations: Classic Collection,______'s Pikachu ,24/53,Classic Collection,Holofoil,Ungraded,Near Mint,0,1,42.22,0,false,2026-02-05,
Main,Pokemon,Celebrations: Classic Collection,Umbreon Gold Star ,17/17,Classic Collection,Holofoil,Ungraded,Near Mint,60.0000,1,109.23,0,false,2025-06-01,
Main,Pokemon,Champion's Path,Gardevoir VMAX (Secret) ,76/73,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,19.92,0,false,2026-02-05,
Main,Pokemon,Clay Burst,Heracross (JP),072/071,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,5.73,0,false,2025-07-15,
Main,Pokemon,Clay Burst,Saguaro (JP),095/071,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,14.15,0,false,2025-07-15,
Main,Pokemon,Clay Burst,Tyranitar (JP),079/071,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,11.86,0,false,2025-07-05,
Main,Pokemon,Cosmic Eclipse,Blastoise & Piplup GX (Alternate Full Art) ,215/236,Ultra Rare,Holofoil,Ungraded,Near Mint,300.0000,1,510.02,0,false,2026-01-07,
Main,Pokemon,Cosmic Eclipse,Cynthia & Caitlin (Full Art) ,228/236,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,277.44,0,false,2026-02-12,
Main,Pokemon,Cosmic Eclipse,Reshiram & Zekrom GX ,157/236,Ultra Rare,Holofoil,Ungraded,Near Mint,80.0001,1,105.22,0,false,2025-05-28,
Main,Pokemon,Cosmic Eclipse,Reshiram & Zekrom GX (Full Art) ,222/236,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,595.25,0,false,2025-11-24,
Main,Pokemon,Cosmic Eclipse,Solgaleo & Lunala GX (Full Art) ,216/236,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,459.34,0,false,2025-12-02,
Main,Pokemon,Crown Zenith: Galarian Gallery,Cynthia's Ambition ,GG60/GG70,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,25.74,0,false,2025-11-30,
Main,Pokemon,Crown Zenith: Galarian Gallery,Entei V ,GG36/GG70,Ultra Rare,Holofoil,Ungraded,Near Mint,40.0000,1,53.1,0,false,2025-09-20,
Main,Pokemon,Crown Zenith: Galarian Gallery,Hisuian Samurott VSTAR ,GG52/GG70,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,11.16,0,false,2025-11-27,
Main,Pokemon,Crown Zenith: Galarian Gallery,Mewtwo VSTAR ,GG44/GG70,Ultra Rare,Holofoil,Ungraded,Near Mint,119.9999,1,247.91,0,false,2025-07-06,
Main,Pokemon,Crown Zenith: Galarian Gallery,Raikou V ,GG41/GG70,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,45.07,0,false,2025-10-13,
Main,Pokemon,Crown Zenith: Galarian Gallery,Suicune V ,GG38/GG70,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,59.79,0,false,2025-10-13,
Main,Pokemon,Destined Rivals,Cynthia's Garchomp ex ,232/182,Special Illustration Rare,Holofoil,Ungraded,Near Mint,359.9999,1,278.89,0,false,2025-11-04,
Main,Pokemon,Destined Rivals,Cynthia's Roserade ,184/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,15.64,0,false,2025-06-10,
Main,Pokemon,Destined Rivals,Ethan's Adventure ,236/182,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,56.23,0,false,2025-11-27,
Main,Pokemon,Destined Rivals,Team Rocket's Houndoom ,191/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,15.15,0,false,2025-06-06,
Main,Pokemon,Double Crisis,Team Aqua's Kyogre EX ,6,Ultra Rare,Holofoil,Ungraded,Lightly Played,350.0000,1,532.08,0,false,2026-01-04,
Main,Pokemon,Double Crisis,Team Magma's Groudon EX ,15,Ultra Rare,Holofoil,Ungraded,Lightly Played,320.0000,1,575.32,0,false,2026-01-04,
Main,Pokemon,Evolutions,M Blastoise EX (Full Art) ,102/108,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,81.93,0,false,2025-10-26,
Main,Pokemon,Evolutions,M Charizard EX (Full Art) ,101/108,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,169.24,0,false,2025-10-26,
Main,Pokemon,Evolutions,M Venusaur EX (Full Art) ,100/108,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,50.6,0,false,2025-10-26,
Main,Pokemon,Evolving Skies,Rayquaza VMAX (Alternate Art Secret) ,218/203,Secret Rare,Holofoil,Ungraded,Damaged,30.0000,1,369.99,150,false,2025-07-06,
Main,Pokemon,Evolving Skies,Umbreon V (Alternate Full Art) ,189/203,Ultra Rare,Holofoil,Ungraded,Moderately Played,319.9999,1,315.93,0,false,2026-01-29,
Main,Pokemon,Fusion Strike,Gengar V ,156/264,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,8.84,0,false,2025-11-30,
Main,Pokemon,Fusion Strike,Gengar VMAX ,157/264,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,58.98,0,false,2025-11-19,
Main,Pokemon,Gem Pack 2,Eevee (CN),0115/15,Art Rare,Holofoil,Ungraded,Near Mint,0,1,67.13,0,false,2025-08-29,
Main,Pokemon,Gem Pack 2,Leafeon (CN),0715/15,Art Rare,Holofoil,Ungraded,Near Mint,0,1,64.69,0,false,2025-08-03,
Main,Pokemon,Gem Pack 2,Sylveon (CN),0915/15,Art Rare,Holofoil,Ungraded,Near Mint,0,1,73.37,0,false,2025-09-11,
Main,Pokemon,Gem Pack 2,Umbreon (CN),0615/15,Art Rare,Holofoil,Ungraded,Near Mint,120.0000,1,204.58,0,false,2026-01-25,
Main,Pokemon,Generations: Radiant Collection,Charizard ,RC5,Uncommon,Holofoil,Ungraded,Near Mint,0,1,40.71,0,false,2025-11-20,
Main,Pokemon,Generations: Radiant Collection,Flareon EX ,RC6,Ultra Rare,Holofoil,Ungraded,Near Mint,29.9999,1,74.28,0,false,2025-06-23,
Main,Pokemon,Generations: Radiant Collection,Flareon EX (Full Art) ,RC28,Ultra Rare,Holofoil,Ungraded,Lightly Played,80.0001,1,130.68,0,false,2025-06-23,
Main,Pokemon,Generations: Radiant Collection,Gardevoir EX (Full Art) ,RC30,Ultra Rare,Holofoil,Ungraded,Moderately Played,50.0000,1,58.54,0,false,2025-09-29,
Main,Pokemon,Generations: Radiant Collection,Gardevoir EX (Full Art) ,RC30,Ultra Rare,Holofoil,Ungraded,Lightly Played,74.9999,1,66.35,0,false,2025-09-29,
Main,Pokemon,Generations: Radiant Collection,Gardevoir EX (Full Art) ,RC30,Ultra Rare,Holofoil,Ungraded,Near Mint,50.0000,1,78.06,0,false,2025-09-29,
Main,Pokemon,Generations: Radiant Collection,M Gardevoir EX (Full Art) ,RC31,Ultra Rare,Holofoil,Ungraded,Moderately Played,100.0000,1,85.91,0,false,2025-07-05,
Main,Pokemon,Generations: Radiant Collection,M Gardevoir EX (Full Art) ,RC31,Ultra Rare,Holofoil,Ungraded,Near Mint,105.0000,2,114.55,0,false,2025-07-05,
Main,Pokemon,Generations: Radiant Collection,Sylveon EX (Full Art) ,RC32,Ultra Rare,Holofoil,Ungraded,Near Mint,119.9999,1,166.79,0,false,2025-06-01,
Main,Pokemon,Glory of Team Rocket,Team Rocket's Houndoom (JP),100/098,Art Rare,Holofoil,Ungraded,Near Mint,0,1,8.04,0,false,2025-11-24,
Main,Pokemon,Gym Heroes,Sabrina's Gengar ,14,Holo Rare,Unlimited Holofoil,Ungraded,Lightly Played,250.0000,1,376.06,0,false,2025-11-30,
Main,Pokemon,HGSS Promos,Feraligatr (Prime) ,HGSS07,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,43.71,0,false,2025-11-20,
Main,Pokemon,Hidden Fates: Shiny Vault,Cynthia ,SV82/SV94,Shiny Holo Rare,Holofoil,Ungraded,Near Mint,0,1,213.03,0,false,2026-02-08,
Main,Pokemon,Hot Air Arena,Ethan's Typhlosion (JP),070/063,Art Rare,Holofoil,Ungraded,Near Mint,0,1,17.68,0,false,2025-06-01,
Main,Pokemon,Hot Air Arena,Misty's Psyduck (JP),071/063,Art Rare,Holofoil,Ungraded,Near Mint,0,1,43.54,0,false,2025-06-01,
Main,Pokemon,Inferno X,Dawn ,115/080,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,47.64,0,false,2025-11-14,
Main,Pokemon,Journey Together,N's Zoroark ex ,185/159,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,78.84,0,false,2026-01-25,
Main,Pokemon,Legendary Collection,Gengar ,11,Holo Rare,Holofoil,Ungraded,Near Mint,100.0001,1,198.08,0,false,2025-11-30,
Main,Pokemon,Legendary Treasures: Radiant Collections,Eevee ,RC14,Uncommon,Holofoil,Ungraded,Near Mint,0,1,32.02,0,false,2025-09-29,
Main,Pokemon,Legendary Treasures: Radiant Collections,Emolga (Full Art) ,RC23,Ultra Rare,Holofoil,Ungraded,Moderately Played,50.0001,1,53.52,0,false,2025-09-29,
Main,Pokemon,Legendary Treasures: Radiant Collections,Mew EX (Full Art) ,RC24,Ultra Rare,Holofoil,Ungraded,Lightly Played,100.0000,1,191.12,0,false,2025-09-29,
Main,Pokemon,Legendary Treasures: Radiant Collections,Reshiram (Full Art) ,RC22,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,154.4,0,false,2026-02-12,
Main,Pokemon,Legendary Treasures: Radiant Collections,Shaymin EX (Full Art) ,RC21,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,50.66,0,false,2026-02-12,
Main,Pokemon,Lost Origin,Giratina V (Alternate Full Art) ,186/196,Ultra Rare,Holofoil,Ungraded,Near Mint,660.0000,1,938.52,0,false,2025-07-06,
Main,Pokemon,Lost Origin Trainer Gallery,Gengar ,TG06/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,53.49,0,false,2025-11-19,
Main,Pokemon,MEGA Dream ex,Cynthia's Spiritomb ,208/193,Art Rare,Holofoil,Ungraded,Near Mint,0,1,5.07,0,false,2026-02-05,
Main,Pokemon,Mega Evolution,Lillie's Determination ,184/132,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,108.75,0,false,2025-11-27,
Main,Pokemon,Mega Evolution,Mega Gardevoir ex ,178/132,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,234.66,0,false,2026-01-25,
Main,Pokemon,Mega Evolution,Wally's Compassion ,186/132,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,32.13,0,false,2025-11-05,
Main,Pokemon,Mega Evolution Promos,Oricorio ex - 024 ,024,Promo,Holofoil,Ungraded,Near Mint,0,1,15.41,0,false,2025-12-06,
Main,Pokemon,Miscellaneous Cards & Products,Gengar - 60/162 (Cosmos Holo) ,060/162,Rare,Holofoil,Ungraded,Near Mint,0,1,51.6,0,false,2026-02-10,
Main,Pokemon,Miscellaneous Cards & Products,Mew ex (151 Metal Card) ,205/165,Double Rare,Normal,Ungraded,Near Mint,0,1,25.35,0,false,2025-07-29,
Main,Pokemon,Obsidian Flames,Charizard ex  ,223/197,Special Illustration Rare,Holofoil,Ungraded,Near Mint,84.9999,1,103.45,0,false,2025-07-06,
Main,Pokemon,Obsidian Flames,Scizor  ,205/197,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,13.77,0,false,2025-07-05,
Main,Pokemon,Paldea Evolved,Chi-Yu ex ,259/193,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,46.97,0,false,2025-05-28,
Main,Pokemon,Paldean Fates,Gardevoir ex ,233/091,Special Illustration Rare,Holofoil,Ungraded,Near Mint,160.0000,1,156.95,0,false,2025-08-10,
Main,Pokemon,Paradox Rift,Garchomp ex ,245/182,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,34.47,0,false,2025-12-05,
Main,Pokemon,Paradox Rift,Morpeko ,206/182,Illustration Rare,Holofoil,Ungraded,Near Mint,30.0000,1,36.37,0,false,2025-08-08,
Main,Pokemon,Phantasmal Flames,Meowth ,106/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,21,0,false,2025-11-27,
Main,Pokemon,Phantasmal Flames,Piplup ,098/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,16.24,0,false,2025-11-27,
Main,Pokemon,Phantom Forces,Gengar EX ,34,Ultra Rare,Holofoil,Ungraded,Damaged,20.0000,1,37.59,0,false,2025-09-20,
Main,Pokemon,Phantom Forces,Gengar EX (114 Full Art) ,114,Ultra Rare,Holofoil,Ungraded,Heavily Played,320.0000,1,687.64,0,false,2025-11-14,
Main,Pokemon,Phantom Forces,M Gengar EX ,35,Ultra Rare,Holofoil,Ungraded,Heavily Played,100.0000,1,192.58,0,false,2025-09-20,
Main,Pokemon,Plasma Freeze,Umbreon (Team Plasma) ,64,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,118.35,0,false,2025-10-26,
Main,Pokemon,Platinum,Gardevoir ,8,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,41.41,0,false,2025-11-20,
Main,Pokemon,Pokemon 151,Bulbasaur (JP),166/165,Art Rare,Holofoil,Ungraded,Near Mint,0,1,25.77,0,false,2025-06-01,
Main,Pokemon,Pokemon 151,Charmander (JP),168/165,Art Rare,Holofoil,Ungraded,Near Mint,0,1,29.67,0,false,2025-06-01,
Main,Pokemon,Pokemon 151,Charmeleon (JP),169/165,Art Rare,Holofoil,Ungraded,Near Mint,0,1,18.24,0,false,2025-06-01,
Main,Pokemon,Pokemon 151,Ivysaur (JP),167/165,Art Rare,Holofoil,Ungraded,Near Mint,0,1,14.31,0,false,2025-06-01,
Main,Pokemon,Pokemon 151,Squirtle (JP),170/165,Art Rare,Holofoil,Ungraded,Near Mint,0,1,22.09,0,false,2025-06-01,
Main,Pokemon,Pokemon 151,Wartortle (JP),171/165,Art Rare,Holofoil,Ungraded,Near Mint,0,1,15.84,0,false,2025-06-01,
Main,Pokemon,Primal Clash,M Gardevoir EX ,106,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,38.82,0,false,2026-02-07,
Main,Pokemon,Scarlet & Violet Base Set,Gardevoir ex ,245/198,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,81.34,0,false,2025-05-28,
Main,Pokemon,Scarlet & Violet Base Set,Kirlia  ,212/198,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,41.8,0,false,2025-06-01,
Main,Pokemon,Scarlet & Violet Base Set,Ralts  ,211/198,Illustration Rare,Holofoil,Ungraded,Heavily Played,0.0000,1,24.58,0,false,2025-06-01,
Main,Pokemon,Scarlet & Violet Promo,Charmander ,044,Promo,Holofoil,Ungraded,Near Mint,0,1,54.24,0,false,2025-08-24,
Main,Pokemon,Scarlet & Violet Promo,Kingdra ex ,131,Promo,Holofoil,Ungraded,Near Mint,0,1,88.82,0,false,2025-11-21,
Main,Pokemon,Scarlet & Violet Promo,Magneton ,159,Promo,Holofoil,Ungraded,Near Mint,0,1,7.55,0,false,2026-02-05,
Main,Pokemon,Scarlet & Violet Promo,Mew ex ,053,Promo,Holofoil,Ungraded,Near Mint,65.0000,1,87.85,0,false,2025-07-05,
Main,Pokemon,Scarlet & Violet Promo,Mewtwo ,052,Promo,Holofoil,Ungraded,Near Mint,0,1,45.9,0,false,2025-12-05,
Main,Pokemon,Scarlet & Violet Promo,N's Reshiram (Journey Together Stamped) ,167/159,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,23.76,0,false,2025-11-30,
Main,Pokemon,Scarlet & Violet Promo,N's Zorua ,189,Promo,Holofoil,Ungraded,Near Mint,0,1,8.34,0,false,2025-11-30,
Main,Pokemon,Scarlet & Violet Promo,Snorlax ,051,Promo,Holofoil,Ungraded,Near Mint,0,2,22.87,0,false,2025-11-01,
Main,Pokemon,Scarlet & Violet Promo,Victini ,208,Promo,Holofoil,Ungraded,Near Mint,0,1,11.54,0,false,2025-08-06,
Main,Pokemon,Shiny Treasure ex,Arven (JP),353/190,Super Rare,Holofoil,Ungraded,Near Mint,0,1,18.39,0,false,2025-06-04,
Main,Pokemon,Steam Siege,Gardevoir EX (Full Art) ,111,Ultra Rare,Holofoil,Ungraded,Heavily Played,0.0000,1,16.25,0,false,2025-05-10,
Main,Pokemon,Steam Siege,Gardevoir EX (Secret) ,116,Secret Rare,Holofoil,Ungraded,Near Mint,160.0000,1,117.23,0,false,2025-11-10,
Main,Pokemon,Steam Siege,M Gardevoir EX ,79,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,24,0,false,2025-09-22,
Main,Pokemon,Steam Siege,M Gardevoir EX (Full Art) ,112,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,65.8,0,false,2025-11-01,
Main,Pokemon,Stellar Crown,Bulbasaur ,143/142,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,96.04,0,false,2025-08-08,
Main,Pokemon,Stellar Crown,Gulpin ,154/142,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,11.78,0,false,2025-11-27,
Main,Pokemon,Stellar Crown,Milcery ,152/142,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,13.17,0,false,2025-08-08,
Main,Pokemon,Stellar Crown,Squirtle ,148/142,Illustration Rare,Holofoil,Ungraded,Near Mint,75.0000,1,103.43,0,false,2025-08-08,
Main,Pokemon,Sun & Moon Base Set,Umbreon GX ,80,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,25.49,0,false,2025-08-10,
Main,Pokemon,Sun & Moon Base Set,Umbreon GX (Full Art) ,142,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,56.3,0,false,2025-06-26,
Main,Pokemon,Sun & Moon Promo,Espeon & Deoxys GX  ,SM240,Promo,Holofoil,Ungraded,Near Mint,0,1,131.62,0,false,2025-11-27,
Main,Pokemon,Sun & Moon Promo,Garchomp & Giratina GX  ,SM193,Promo,Holofoil,Ungraded,Near Mint,0,1,114.63,0,false,2026-01-22,
Main,Pokemon,Sun & Moon Promo,Lucario & Melmetal GX  ,SM192,Promo,Holofoil,Ungraded,Near Mint,0,1,69.33,0,false,2025-11-30,
Main,Pokemon,Sun & Moon Promo,Mewtwo & Mew GX  ,SM191,Promo,Holofoil,Ungraded,Heavily Played,150.0000,1,184.48,0,false,2025-09-22,
Main,Pokemon,Sun & Moon Promo,Pikachu & Zekrom GX ,SM168,Promo,Holofoil,Ungraded,Moderately Played,210.0000,1,160.68,0,false,2025-11-10,
Main,Pokemon,Sun & Moon Promo,Reshiram & Charizard GX ,SM201,Promo,Holofoil,Ungraded,Lightly Played,125.0000,1,170.1,0,false,2025-12-03,
Main,Pokemon,Sun & Moon Promo,Umbreon & Darkrai GX  ,SM241,Promo,Holofoil,Ungraded,Near Mint,0,1,210,0,false,2025-11-27,
Main,Pokemon,Sun & Moon Promo,Umbreon GX  ,SM36,Promo,Holofoil,Ungraded,Near Mint,0,1,48.71,0,false,2025-06-02,
Main,Pokemon,Super Electric Breaker,Ceruledge (JP),109/106,Art Rare,Holofoil,Ungraded,Near Mint,0,1,8.39,0,false,2025-06-30,
Main,Pokemon,Super Electric Breaker,Jasmine's Gaze (JP),135/106,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,31.24,0,false,2025-07-15,
Main,Pokemon,Super Electric Breaker,Mesprit (JP),114/106,Art Rare,Holofoil,Ungraded,Near Mint,0,1,6.91,0,false,2025-06-01,
Main,Pokemon,Supreme Victors,Garchomp C Lv.X ,145,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,93.79,0,false,2025-11-20,
Main,Pokemon,Surging Sparks,Feebas ,198/191,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,6.39,0,false,2025-10-19,
Main,Pokemon,Surging Sparks,Latios ,203/191,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,35.4,0,false,2026-02-05,
Main,Pokemon,Surging Sparks,Milotic ex ,237/191,Special Illustration Rare,Holofoil,Ungraded,Near Mint,150.0001,1,133.64,0,false,2025-10-14,
Main,Pokemon,SV: 151,Alakazam ex ,201/165,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,76.1,0,false,2025-06-01,
Main,Pokemon,SV: 151,Blastoise ex ,200/165,Special Illustration Rare,Holofoil,Ungraded,Near Mint,100.0000,1,135.65,0,false,2025-06-01,
Main,Pokemon,SV: 151,Charizard ex ,199/165,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,381.94,0,false,2025-11-21,
Main,Pokemon,SV: 151,Dragonair ,181/165,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,45.55,0,false,2025-11-01,
Main,Pokemon,SV: 151,Erika's Invitation ,203/165,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,22.12,0,false,2025-06-01,
Main,Pokemon,SV: 151,Giovanni's Charisma ,204/165,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,19.05,0,false,2025-06-07,
Main,Pokemon,SV: 151,Venusaur ex ,198/165,Special Illustration Rare,Holofoil,Ungraded,Near Mint,100.0000,1,119.55,0,false,2025-06-01,
Main,Pokemon,SV: 151,Zapdos ex ,202/165,Special Illustration Rare,Holofoil,Ungraded,Near Mint,110.0000,1,97.93,0,false,2025-06-01,
Main,Pokemon,Sword & Shield Promo,Charizard VMAX ,SWSH261,Promo,Holofoil,Ungraded,Near Mint,35.0000,1,56.13,0,false,2025-07-05,
Main,Pokemon,Sword & Shield Promo,Charizard VSTAR ,SWSH262,Promo,Holofoil,Ungraded,Near Mint,60.0000,1,79.98,0,false,2025-07-05,
Main,Pokemon,Sword & Shield Promo,Eevee ,SWSH042,Promo,Holofoil,Ungraded,Near Mint,0,1,7.8,0,false,2026-02-04,
Main,Pokemon,Sword & Shield Promo,Flareon V ,SWSH179,Promo,Holofoil,Ungraded,Near Mint,0,1,98.72,0,false,2025-11-09,
Main,Pokemon,Sword & Shield Promo,Flareon VMAX ,SWSH180,Promo,Holofoil,Ungraded,Near Mint,0,1,63.16,0,false,2025-11-09,
Main,Pokemon,Sword & Shield Promo,Gengar ,SWSH052,Promo,Holofoil,Ungraded,Near Mint,0,1,117.55,0,false,2026-02-05,
Main,Pokemon,Sword & Shield Promo,Gengar (Prerelease) ,SWSH241,Promo,Holofoil,Ungraded,Near Mint,0,3,29.18,0,false,2026-02-05,
Main,Pokemon,Sword & Shield Promo,Jolteon V ,SWSH183,Promo,Holofoil,Ungraded,Near Mint,0,1,72.93,0,false,2025-11-09,
Main,Pokemon,Sword & Shield Promo,Jolteon VMAX ,SWSH184,Promo,Holofoil,Ungraded,Near Mint,0,1,82.9,0,false,2025-11-09,
Main,Pokemon,Sword & Shield Promo,Vaporeon V ,SWSH181,Promo,Holofoil,Ungraded,Near Mint,0,1,85.92,0,false,2025-11-09,
Main,Pokemon,Sword & Shield Promo,Vaporeon VMAX ,SWSH182,Promo,Holofoil,Ungraded,Near Mint,0,1,122.48,0,false,2025-11-09,
Main,Pokemon,Team Rocket,Dark Dragonite (22) ,22,Rare,Unlimited,Ungraded,Near Mint,0,1,30.63,0,false,2025-11-20,
Main,Pokemon,Team Up,Gengar & Mimikyu GX (Alternate Full Art) ,165,Ultra Rare,Holofoil,Ungraded,Lightly Played,888.0001,1,"1,495.68",0,false,2025-12-10,
Main,Pokemon,Temporal Forces,Deerling  ,165/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,35.27,0,false,2025-12-05,
Main,Pokemon,Temporal Forces,Gengar ex  ,193/162,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,50.99,0,true,2025-09-30,
Main,Pokemon,Temporal Forces,Lickitung  ,180/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,24.07,0,false,2025-11-27,
Main,Pokemon,Temporal Forces,Sawsbuck  ,166/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,48,0,false,2025-12-05,
Main,Pokemon,Terastal Festival ex,Eevee ex (JP),224/187,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,31.82,0,false,2025-06-07,
Main,Pokemon,Terastal Festival ex,Espeon ex (JP),211/187,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,79.33,0,false,2025-06-07,
Main,Pokemon,Terastal Festival ex,Flareon ex (JP),202/187,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,65.53,0,false,2025-06-07,
Main,Pokemon,Terastal Festival ex,Glaceon ex (JP),206/187,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,70.18,0,false,2025-06-07,
Main,Pokemon,Terastal Festival ex,Jolteon ex (JP),209/187,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,64.77,0,false,2025-06-12,
Main,Pokemon,Terastal Festival ex,Leafeon ex (JP),200/187,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,74.16,0,false,2025-06-12,
